Date,Headline,Source,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Impact_Level,Related_Company,News_Url,Impact_Level_Numeric,Sentiment_Numeric,Sector_Aerospace & Defense,Sector_Agriculture,Sector_Automotive,Sector_Construction,Sector_Consumer Goods,Sector_Energy,Sector_Finance,Sector_Healthcare,Sector_Industrials,Sector_Materials,Sector_Media & Entertainment,Sector_Pharmaceuticals,Sector_Real Estate,Sector_Retail,Sector_Technology,Sector_Telecommunications,Sector_Transportation,Sector_Utilities,Market_Event_Bond Market Fluctuation,Market_Event_Central Bank Meeting,Market_Event_Commodity Price Shock,Market_Event_Consumer Confidence Report,Market_Event_Corporate Earnings Report,Market_Event_Cryptocurrency Regulation,Market_Event_Currency Devaluation,Market_Event_Economic Data Release,Market_Event_Geopolitical Event,Market_Event_Government Policy Announcement,Market_Event_IPO Launch,Market_Event_Inflation Data Release,Market_Event_Interest Rate Change,Market_Event_Major Merger/Acquisition,Market_Event_Market Rally,Market_Event_Regulatory Changes,Market_Event_Stock Market Crash,Market_Event_Supply Chain Disruption,Market_Event_Trade Tariffs Announcement,Market_Event_Unemployment Rate Announcement
2025-05-15,Government subsidy program gives a lift to the agriculture sector,Bloomberg,Nikkei 225,-3.31,225.09,Positive,Low,Microsoft,https://www.investopedia.com/articles/government-policy-announcement,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-09,Federal Reserve Chairman's speech causes market volatility,Reuters,TSX,-4.56,244.44,Positive,Low,Reliance Industries,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-20,Gold prices surge as investors flee riskier assets,Seeking Alpha,KOSPI,-2.65,403.63,Positive,Medium,ExxonMobil,https://www.forbes.com/finance/geopolitical-event-impact,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-05,Real Estate sector shows signs of overheating as interest rates fall,Business Standard,ASX 200,-2.49,109.55,Neutral,Low,ExxonMobil,https://www.reuters.com/business/energy/oil-market-update,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-07-01,Semiconductor shortages weigh heavily on tech sector profits,Business Standard,S&P 500,0.28,210.73,Positive,High,ExxonMobil,https://www.cnbc.com/2025/09/automotive-industry-trends,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-03-21,Semiconductor shortages weigh heavily on tech sector profits,Mint,FTSE 100,1.21,326.46,Neutral,Low,Goldman Sachs,https://www.marketwatch.com/story/commodities-price-shock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07,Gold prices surge as investors flee riskier assets,The Economist,IBOVESPA,3.49,210.8,Neutral,Medium,Tesla,https://www.forbes.com/crypto/cryptocurrency-regulation,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-02-14,Government subsidy program gives a lift to the agriculture sector,Mint,S&P/TSX Composite,-0.48,338.38,Neutral,Medium,JP Morgan Chase,https://www.reuters.com/business/retail-sector-earnings,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-15,Geopolitical ceasefire prompts a broad market recovery,Mint,Dow Jones,4.28,464.65,Neutral,High,Reliance Industries,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-09,Massive stock buyback program announced by a consumer goods company,Investopedia,NSE Nifty,-4.03,266.37,Positive,Medium,ExxonMobil,https://www.moneycontrol.com/us-markets/sp-500,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-15,Media and Entertainment companies report a surge in streaming revenue,Barron's,Euro Stoxx 50,-1.18,412.76,Neutral,Low,Boeing,https://www.ft.com/content/currency-devaluation,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-21,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Financial Times,IBOVESPA,-1.28,105.33,Neutral,High,Tesla,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-03-18,Geopolitical ceasefire prompts a broad market recovery,Times of India,Dow Jones,3.11,190.38,Neutral,Low,Tesla,Missing News URL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-06-08,Healthcare stocks gain on robust demand and strong outlook,The Motley Fool,DAX,-3.83,319.56,Neutral,Medium,Samsung Electronics,Missing News URL,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-05-23,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Seeking Alpha,Russell 2000,0.78,181.68,Positive,Low,Apple Inc.,https://www.reuters.com/business/retail-sector-earnings,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-31,Central Bank Governor signals potential shift in policy,CNBC,Dow Jones,0.2,453.06,Neutral,High,Boeing,https://economictimes.indiatimes.com/news/economy/unemployment-rate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-04-14,Banking stocks dip after a major scandal is revealed,Financial Times,Hang Seng,4.99,314.53,Negative,Low,Boeing,https://www.ft.com/content/geopolitical-summit,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-15,Financial sector bracing for new capital requirements,The Motley Fool,TSX,-0.18,7.52,Positive,Low,Tesla,https://www.cnbc.com/2025/09/automotive-industry-trends,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-07-13,Aerospace and Defense sector sees rally amid geopolitical tensions,The Economist,ASX 200,-0.6,149.08,Negative,High,Tata Motors,https://www.marketwatch.com/story/consumer-goods-report,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-15,Bond yields tumble as investors seek safe havens,Mint,FTSE 100,4.11,30.24,Positive,Low,ExxonMobil,https://www.ft.com/content/consumer-confidence-report,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-05-20,UK's FTSE 100 sees a boost from favorable trade data,The Motley Fool,Nasdaq Composite,-0.47,457.4,Neutral,Medium,Goldman Sachs,https://www.theeconomist.com/finance-and-economics/trade-tariffs,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-06,Government subsidy program gives a lift to the agriculture sector,Business Standard,Russell 2000,-0.05,204.89,Positive,High,Apple Inc.,https://www.forbes.com/finance/geopolitical-event-impact,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-17,New housing data release shows a slowdown in market activity,Times of India,Euro Stoxx 50,-2.35,8.7,Positive,Low,Tesla,https://www.forbes.com/crypto/cryptocurrency-regulation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-02-02,Utilities sector remains stable during market fluctuations,Economic Times,DAX,4.24,418.66,Negative,High,Tata Motors,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-17,Central bank maintains status quo on interest rates,MarketWatch,S&P 500,1.06,25.01,Negative,High,Samsung Electronics,https://www.moneycontrol.com/us-markets/dow-jones-industrial,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-02-15,E-commerce earnings report beats all analyst expectations,Barron's,Euro Stoxx 50,-3.79,71.75,Negative,High,Microsoft,https://economictimes.indiatimes.com/industry/industrials,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-05-18,Unexpected rise in unemployment fuels market pessimism,Financial Times,TSX,-0.82,393.62,Negative,Low,JP Morgan Chase,https://www.reuters.com/markets/stocks/tech-rally,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-02-18,Merger talks between two banks fall through,Seeking Alpha,S&P/TSX Composite,-0.94,321.84,Neutral,High,Microsoft,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-24,Automotive industry faces headwinds from rising material costs,Mint,Nasdaq Composite,0.09,285.52,Neutral,High,Boeing,https://www.ft.com/content/tech-sector-innovation,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-06-05,Geopolitical ceasefire prompts a broad market recovery,Yahoo Finance,DAX,-1.33,197.01,Negative,High,Reliance Industries,https://www.ft.com/content/consumer-confidence-report,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-02-11,New IPO for a popular software firm is oversubscribed,Mint,Nikkei 225,1.94,267.09,Positive,Medium,Reliance Industries,https://www.ft.com/content/currency-devaluation,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-28,Massive stock buyback program announced by a consumer goods company,The Motley Fool,Hang Seng,-4.49,248.94,Positive,Low,Goldman Sachs,https://www.moneycontrol.com/us-markets/dow-jones-industrial,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-06-05,Market sentiment turns positive on vaccine trial results,CNBC,Euro Stoxx 50,-0.98,470.63,Neutral,Medium,Tata Motors,https://www.moneycontrol.com/us-markets/nasdaq-composite,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-16,Financial services stocks rally on strong profit margins,Economic Times,ASX 200,-1.11,262.76,Positive,Medium,Boeing,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,Gold prices surge as investors flee riskier assets,Barron's,Nasdaq Composite,2.36,431.14,Negative,Low,Tata Motors,https://www.ft.com/content/currency-devaluation,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-07,Central bank maintains status quo on interest rates,Times of India,Hang Seng,0.15,147.45,Positive,Low,Goldman Sachs,https://www.bloomberg.com/asia/policy/central-bank-meeting,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-05,Geopolitical ceasefire prompts a broad market recovery,Investopedia,DAX,-0.65,233.8,Neutral,Low,Goldman Sachs,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-07,Government subsidy program gives a lift to the agriculture sector,Mint,ASX 200,-3.79,80.24,Negative,High,Tata Motors,https://www.reuters.com/business/retail-sector-earnings,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
